NU_ANO_SAEB|CO_UF|CO_MUNICIPIO|IN_CAPITAL|IN_PREENCHIMENTO|CO_TRATAMENTO|DT_PREENCHIMENTO|MG1Q01|MG1Q02|MG1Q03|MG1Q04|MG1Q05|MG1Q06|MG1Q07|MG1Q08_A|MG1Q08_B|MG1Q08_C|MG1Q08_D|MG1Q08_E|MG1Q08_F|MG1Q08_G|MG1Q09|MG1Q10|MG1Q11|MG1Q12|MG1Q13|MG2Q01|MG2Q02|MG2Q03|MG2Q04|MG2Q05|MG2Q06|MG2Q07|MG2Q08|MG2Q09|MG2Q10|MG2Q11|MG2Q12|MG2Q13|MG2Q14|MG2Q15|MG2Q16|MG2Q17|MG2Q18|MG2Q19|MG2Q20|MG2Q21|MG2Q22|MG2Q23|MG2Q24|MG2Q25|MG2Q26|MG2Q27|MG2Q28|MG2Q29|MG2Q30|MG2Q31|MG2Q32|MG2Q33|MG2Q34|MG2Q35_A|MG2Q35_B|MG2Q35_C|MG2Q35_D|MG2Q35_E|MG2Q35_F|MG2Q35_G|MG2Q35_H|MG2Q35_I|MG2Q35_J|MG2Q36|MG2Q37|MG2Q38|MG2Q39|MG2Q40|MG2Q41|MG2Q42|MG3Q01|MG3Q02|MG3Q03|MG3Q04|MG3Q05|MG3Q06|MG3Q07|MG3Q08|MG3Q09|MG3Q10|MG3Q11|MG3Q12|MG3Q13|MG3Q14|MG3Q15|MG3Q16|MG3Q17|MG3Q18|MG3Q19|MG3Q20|MG3Q21|MG4Q01|MG4Q02|MG4Q03|MG4Q04|MG4Q05|MG4Q06|MG4Q07|MG4Q08|MG4Q09|MG4Q10|MG5Q01|MG5Q02_A|MG5Q02_B|MG5Q02_C|MG5Q02_D|MG5Q02_E|MG5Q02_F|MG5Q02_G|MG5Q03|MG5Q04_A|MG5Q04_B|MG5Q04_C|MG5Q05_A|MG5Q05_B|MG5Q05_C|MG5Q05_D|MG5Q05_E|MG5Q05_F|MG5Q05_G|MG5Q06|MG5Q07_A|MG5Q07_B|MG5Q07_C|MG5Q07_D|MG5Q07_E|MG5Q07_F|MG5Q07_G|MG5Q07_H|MG5Q07_I|MG5Q08|MG6Q01|MG6Q02|MG6Q03|MG6Q04|MG6Q05_A|MG6Q05_B|MG6Q05_C|MG6Q05_D|MG6Q06|MG6Q07|MG6Q08_A|MG6Q08_B|MG6Q08_C|MG6Q08_D|MG6Q08_E|MG6Q08_F|MG6Q08_G|MG6Q08_H|MG6Q09_A|MG6Q10|MG7Q01
2021|16|1600253|0|1|0|23NOV2021|B|38|C|B|C|A|A|A|||D|||G|Gerente geo educacional do município de Itaubal|16|1|A|B|A|A|A|A|B|31|B|A|A|A|A|A|A|Secretaria extraordinária de políticas para as mulheres e Secretaria da juventude (sejuv)|A|A|B|B|B|B|B||B|A|A|A|A|A|A|A|A|A|B|||B|||||G|H||||A|A|A|A|A|A|A|21|A|A|A|A|B|A|A|A|B|B||||||||||A|A|A|45|A|A|A|A|B||A|A|B|C|D|E|||A||B|||||D||||A|A||C|D|E|F|G|H|||A|A|A|C|||C||A|A|A||C|D|E|||||B|Muito bem elaborado!
2021|16|1600279|0|1|0|14OCT2021|B|44|D|B|D|A|A|A||||E||||11|2|A|A|A|A|A|A|A|56|B|A|A|A|A|A|B||B|A|B|B|B|A|B||A|A|A|A|B|A|A|A|A|A|B|||B|C|D||||||||A|A|A|A|A|A|A|2|B|B|B|B|A|A|A|A|B|B||||||||||A|B|A|6|B|B|B|A|A|A|A||B|||E|||B|||||||||||B|||||||||||C|A|A|A||B|C||A|A|A||C||E|||||B|INSERIR QUESTÕES RELACIONADAS A EDUCAÇÃO ESPECIAL
2021|16|1600303|1|1|0|13OCT2021|A|47|C|B|E|B|A|A|B|C|D|||||28||B|B|B|A|B|A|B|286|A|A|A|A|A|A|A|Sebrae|A|B|B|B|B|B|B||B|A|A|A|B|A|A|A|A|A|B|||B|||||G|H||||A|A|A|A|A|A|A|10|A|A|A|A|A|A|B||A|A|A|A|B|A|A|A|A|A|A|A|A|B|22|A|A|A|A|B||A|A|B|C|||||A||B||A|||||||A|A||C||E||||||C|A|A|B||B|||A|B|A||C|||||||B|Informações sobre alunos de escolas quilombolas e indígenas
2021|16|1600402|0|1|0|16NOV2021|A|60|C|B|D|A|B|||||||||||A|B|A|A|B|A|B|52|A|A|A|A|A|A|B||A|B|B|B|A|B|B||C|A|A|A|A|A|B|A|A|B|B|||B||||F|||I|||B|A|B|A|A|B|A|10|A|A|A|A|B|A|A|A|B|B||||||||||A|A|A|10|A|A|A|A|A|A|A|A|B|C||E|||A||B|||||D||||A||B|||||||||C|A|A|C|||C||A|A||B|C|||||||B|
2021|16|1600501|0|1|0|23DEC2021|A|49|A|B|C|A|A||||D|||||15|1|A|B|A|A|B|A|B|18|B|A|A|A|A|A|B||A|B|B|B|B|B|B||C|A|A|B|A|A|A|A|B|A|B||A|B|||E|||||||A|A|A|A|A|B|A|1|B|B|B|A|B|A|B||B|B||||||||||A|B|B|2|B|B|A|A|B||A|A|B|C|||||B|||||||||||B|||||||||||B|A|A|B|||C||A|B|||C|||||||B|
2021|16|1600535|0|1|0|01DEC2021|B|46|C|B|D|A|A|A||C|D|E||||25|1|A|B|A|A|A|A|B|25|A|A|A|B|A|B|B||A|B|A|B|B|A|B||B|A|A|A|A|A|A|A|A|A|||||C|D|||G|||||B|A|B|B|B|B|B||||||||||B|B||||||||||B|A|A|3|B|A|A|A|A||A|A|B|C|D|E|||B|||||||||||A|||||||||||A|A|A|A|A||C||A|A|A|B||D|E|||||B|
2021|16|1600550|0|1|0|23DEC2021|B|43|C|B|D|A|A|A||||||||20|1|A|B|B|A|B|B|B|6|A|A|A|B|A|A|B||A|B|B|B|B|B|B||C|A|A|A|A|A|A|A|A|A|B|||B|C|D||||||||A|A|B|B|B|B|A|13|A|A|A|A|A|B|B||B|B||||||||||A|A|A|40|B|A|A|A|B||A|||C|||||A||B||||||E|||A|||||||||||C|C|C|C|||C||A|A||||||||||B|
2021|16|1600600|0|1|0|23DEC2021|A|45|C|B|D|B|A|A||C|D|||||16||B|A|A|A|B|A|A||A|A|A|A|A|A|A|PROMOTORIA DA INFANCIA E DA JUVENTUDE E MINISTÉRIO PÚBLICO ESTADUAL|A|B|B|B|B|B|B||C|A|A|A|A|A|A|A|B|A|A|GESTÃO DO PDDE INTERATIVO, USO DOS RECURSOS DO FUNDEB, GESTÃO ESCOLAR COM FOCO NA ALFABETIZAÇÃO NA IDADE CERTA. GESTÃO DO CURRÍCULO E PRÁTICAS DE LINGUAGEM NO PROCESSO DE ALFABETIZAÇÃO E LETRAMENTO.||B||||||H|I|||A|A|A|A|A|B|A|3|B|A|A|A|B|A|A|A|B|A|B|B|B|B|A|A|B|A|B|A|B|B|8|A|A|A|A|A|B|A|A|B|C|||||B|||||||||||A|A|B||||||H|||B|A|A|B|||C||A|B|A|B|C|D|E|||||B|INCLUIR NA QUESTÃO SOBRE AS AÇÕES PARA AVALIAR E MONITORAR A REDE, O ITEM: DESEMPENHO DOS ESTUDANTES NAS AVALIAÇÕES EXTERNAS (PAGINA 5, ULTIMA QUESTÃO).
2021|16|1600709|0|1|0|18OCT2021|A|52|C|B|D|A|A|||C||||||8|1|A|B|A|A|B|A|B||A|A|A|A|A|A|A||A|A|A|B|A|B|B||C|A|A|A|A|A|A|A|B|A|B|||B||D|||||I|||A|A|A|A|A|A|A|42|A|A|A|A|A|A|B||B|B||||||||||A|B|A|74|A|A|A|A|B||A|A|B|||E|||B|||||||||||A|A||||||||||B|A|A|A|||C|||A|A||C|D|E|||||B|
2021|16|1600808|0|1|0|09DEC2021|B|41|C|B|E|A|A|A||C|D|E||||20|20|A|B|B|A|B|A|B|27|A|A|A|A|A|A|||A|A|A|B|A|B|||C|B|A|A|A|A|A|A|A|A||||||D||||H|I|||B|A|A|A|A|B|A||A|A|A|A|B|A|A|A|A|A||||||||||A|A|A|154|A|B|A|A|B||A|A||C||E|||B|||||||||||A|||||||||||C|A|A|C|||C||B|A|A|B|C|||||||B|No momento sem sugestões.
2021|17|1700251|0|1|0|10DEC2021|B|44|C|B|D|A|B|||||||||||A|B|A|A|A|A|A|8|A|A|A|B|A|B|B||A|A|A|A|A|B|B||A|A|A|A|A|A|A|B|B|B|A|Cursos autorizado pelo Mec disponibilizado na plataforma Avamec, Rede de colaboração e etc.||||D|||G||I|||A|A|A|A|A|A|A|1|B|A|B|A|A|A|A|A|B|B||||||||||A|B|A|2|B|A|A|A|A||A|A||C|||||A||B||||||E|||B|||||||||||B|A|A|A|||C||A|A|A|B||D||||||B|
2021|17|1700301|0|1|0|23DEC2021|B|45|C|B|E|A|A|A||||||||25||A|B|B|A|B|B|B|2|A|A|A|A|A|A|B||A|A|A|A|A|B|B||C|A|A|B|A|A|B|B|B|A|B|||B||D|||||I|||B|A|A|B|B|B|A|0|A|B|A|A|B|A|B||B|B||||||||||A|B|B|1|A|A|A|A|B||A|A|B||||||B|||||||||||A|||||||||||C|A|A|C|A||C||A|A|A|B|C|D|E|||||B|O questionário contemplou todos os itens que precisariam ser avaliados.
2021|17|1700350|0|1|0|04NOV2021|A|43|C|B|D|A|B|||||||||||A|B||||||||||||||||||||||||||||||||||||||||||||||||||||A|1|B|A|A|A|A|A|A|A|A|A|B|B|B|B|A|A|A|A|A|A|B|B|2|B|A|A|A|A|A|A|A|B|C|||||A||B|C||B||||||A|||||||||||A|A|A|A|||C||A|A|A|B||D|E|||||B|CAPACITAÇÃO
2021|17|1700400|0|1|0|20OCT2021|B|49|A|B|C|A|A|A|||D|||||29|4|A|B|A|A|A|A|A|13|A|A|A|A|A|B|B||A|B|B|B|B|B|B||C|A|A|B|A|A|A|A|A|A|B|||||D||F|G|||||A|A|A|A|A|B|A|1|A|A|A|A|B|A|A|A|B|B||||||||||A|A|B|1|B|A|A|A|A|A|A|A||C|D|E|||B|||||||||||A|A|B|C|D|E|F|G|H|||C|C|C|C|||||||||||||||||Os temas foram bastante sugestivos e atendeu as nossas demandas, por tanto não temos sugestões.
2021|17|1700707|0|1|0|23DEC2021|B|58|A|B|D|A|A|A||||||||24|5|A|B|A|B|B|B|B|22||||||||||||||||||||||||||||||||||||||||||||||A|224|||||||||||||||||||||||224|A|B|A|A|B||A|A|B||||||A||B|C||B|||||G|A||B|C||E|F|G|H|||B|B|B|B|A||C||B|A||||||||||B|
2021|17|1701002|0|1|0|09DEC2021|A|38|C|B|D|A|A|A|B|C|D||F|||15|1|A|B|B|A|A|A|B|27|A|A|A|A|A|B|B||A|B|B|B|B|B|B||C|A|A|A|A|A|A|B|A|A|B|||B||D||||H||||A|A|A|A|A|B|A|2|A|B|A|B|B|A|A|A|B|B||||||||||A|B|B|3|A|B|A|B|A|A|A|A|B|C|||||B|||||||||||A|A|B|C|D|E|F|G|H|||B|A|A|B|||C||A|B|A|B|C|D|E|||||B|Nada a declarar.
2021|17|1701051|0|1|0|21DEC2021|A|37|C|B|C|A|A|||||E||||11|5|A|B|A|A|B|A|A|4|A|A|A|B|A|B|B||A|B|B|B|B|B|B||A|A|A|B|A|A|B|B|A|B|B|||B|C|D||||||||B|B|B|B|B|B|A|1|A|B|B|B|B|A|A|A|B|B||||||||||A|B|A|1|A|B|B|B|A|A|B||||||||B|||||||||||A||B|||E|F|G||I||A|A|A|C||B|C||A|A|A|B|C|D|E|||||B|Nenhuma
2021|17|1701101|0|1|0|04NOV2021|B|58|C|B|D|A|A|A|B|||||G|Coordenadora Pedagógica de 6º ao 9º ano.|22|1|A|B|A|A|A|A|A|15|A|A|A|A|A|B|A|Prefeitura Municipal, Secretaria Municipal de Esporte e Lazer e Coordenação de Cultura.|A||||||||B|A|A||A|A|A|A|A|A|B|||||D|||G|H||||A|A|A|A|A|B|A|1|A|A|A|A|B|A|A|A|B|B||||||||||A|B|B|1|A|A|A|A|A|A|A|A|B|C|||||A||B|C||B||||||A|||||||||||B|A|A|A|||C||||||||||||||Nenhuma.
2021|17|1701309|0|1|0|09DEC2021|B|40|A|B|D|A|A|A||C||E||||22|2|B|B|B|A|B|A|B|20|A|A|A|B|A|B|A|A secretária Municipal trabalha em conjuntos, com outras secretarias Municipais como a de Esporte, Agricultura e meio Ambiente.|A|A|B|A|B|B|B||A|A|A|B|A|A|A|A|A|B|B|||||D|||G|H||||A|A|A|A|A|B|B||||||||||A|A|B|B|A|A|A|A|A|A|A|A|B|A|2|A|A|A|A|A|A|A|A|B|C|||||A||B|||B||||||A|||||||||||A|A|A|A|||C||A|A|A|B|C||E|||||B|Inclusão de temas regionais culturais, textos conhecidos popularmente questões mas claras e gabarito.
2021|17|1701903|0|1|0|18OCT2021|B|46|C|B|D|A|A|A||C||E||||24||A|B|A||B|A|B|10|A|A|A|A|A|A|||A|B|B|B|B|B|B||C|A|A|B|B|B|A|B|B|B|B|||||D|E||G|||||B|A|A|B|B|B|A|1|B|A|A|A||A|B||B|B||||||||||A|B|B|1|B|A|A|A|B||B||||||||B|||||||||||B|||||||||||B|B|B|B|||C||A|A||||||||||B|
2021|17|1702000|0|1|0|04NOV2021|A|35|C|B|D|A|A|A|B||D|E||||12||A|B|A|A|A|A|A|19|A|A|A|A|A|A|B||A|B|B|B|B|A|B||A|A|A|A|A|A|B|B|B|B|B|||B||D||F||||||B|B|B|B|B|B|A|1|B|B|B|A|B|A|B||B|B||||||||||A|B|B|2|B|B|A|A|B||A|A|B||||||A||B|C||||D||||A|A||||||||||B|A|A|B|A|B|C||A|A|A|||||||||B|ótimo
2021|17|1702109|0|1|0|14OCT2021|B|47|C|A|E|A|A|A|B|C||E||||29|1|A|B|A|A|A|A|A|189|A|A|A|A|A|A|A|Universidades.Ministério Público.Justiça do Trabalho.Defensoria Pública.SEBRAE|A|A|B|A|B|B|B||A|A|A|A|A|A|A|A|A|B|B||||C|D|E|||||||A|A|A|A|A|B|A|11|B|A|A|A|A|A|A|A|A|A|B|A|B|A|A|A|A|A|A|A|A|B|17|B|A|A|A|A|A|A|A|B|C||E|||A||B|C||||D||||A|A|B|C|D|E|F|G||||B|A|A|B|A||C||B|A|A|B|C||E|||||B|Sem comentários
2021|17|1702158|0|1|0|09DEC2021|B|41|A|B|C|A|A|||||E||G|Auxiliar administrativo e coordenadora de apoio a merenda escolar.|23|1|A|B|A|A|A|A|A|19|A|B|A|B|B|B|B||A|B|B|B|B|B|B||C|A|A|B|A|A|A|B|B|A|B|||B||D|||||I|||A|A|B|B|B|B|A||B|A|A|A|A|A|B||B|B|||||||||||||29|||||||A|A|B||||||B|||||||||||A||||||||||||A|A|A||B|||A|B|A||||E|||||B|
2021|17|1702208|0|1|0|22OCT2021|B|47|A|B|D|A|A|A||C|D|E||G|Inspetora Escolar, Secretária de Unidade Escolar, Diretora Regional de Ensino, ambos da Secretaria de Estado da Educação do Tocantins;..Diretora de Campus da Unitins em Araguati|25||B|B|A|A|A|A|A|45|B|A|A|A|A|A|A|Universidade Estadual do Tocantins - UNITINS..IFTO|A|A|B|B|B|B|||C|A|A|A|A|A|A|A|A|A|B|||||D|||G|H||||A|A|B|A|A|B|A|1|B|A|A|A|B|A|A|A|B|B||||||||||A|B|B|7|B|A|A|A|B||A|A||C|D||||B|||||||||||A||B|C|||F|G|H|||B|A|A|A|A|B|C||A|A||B|C||E|||||B|Não
2021|17|1702307|0|1|0|21DEC2021|B|46|B|B|D|A|A|A||||||G|Secretaria escolar.|22|1|B|B|A|A|A|A|A|31|A|A|A|A|A|A|B||A|A|B|B|B|B|B||C|A|A|B|A|A|A|B|A|A|B|||||D|||G||I|||B|A|A|A|A|B|A|1|A|A|A|A|A|A|A|A|B|B||||||||||A|A|B|2|A|A|A|A|A|A|A||B|C|||||A|A|B||||||E|||A|A||||||||||C|C|C|C|||C||A|A||||||||||B|
2021|17|1702406|0|1|0|30OCT2021|B|30|C|B|D|A|A|A||||||||11||A|B|A|A|A|A|A|30|A|A|A|A|A|A|A|Ruraltins, Igrejas, Empresa ITAFOS,  Fundação Ulysses Guimarães , Universidade Federal do Tocantins, Secretarias Municipais de Arraias, Secretaria Estadual da Juventude e Esportes do|A|A|B|A|A|B|B||C|A|A|A|A|A|A|A|A|B|A|Reorganização Curricular, Educação do campo indigena e quilombola, Alfabetização e letramento, Retomada as aulas presenciais.||B||D||F||||||A|A|A|A|A|B|A|1|A|A|A|A|B|A|A|A|B|B||||||||||A|A|B|4|A|A|A|A|A|A|A|A|B|C|||||A||B|C|||||E|||A||B|||||||||C|A|A|C|||C||A|A|A|B|C|D|E|||||B|Plano de carreira mais estruturado
2021|17|1702554|0|1|0|15DEC2021|B|45|B|B|D|A|A|A||C|D|E|F|||22|1|A|B|A|A|A|A|A|38|A|A|A|A|A|A|A|Ministério público|A|A|||A|A|||A|A|A|A|A|A|A|A|A|A||||B||D|E||||||||A|A|A|A||A|4|A|A||A||A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|B|B|13|A|A||A|B||A|A|B|C|D|E|F||A||B|||||D||||A|||||||||||B|A|A|A||B|||A|B|A|B|C|D|E|||||B|
2021|17|1702703|0|1|0|20OCT2021|B|60|C|B|C|A|A|A|||D|||||22|1|A|B|A|A|B|A|B|8|B|A|A|B|A|B|B||A|B|A|B|B|B|B||C|B|B|B|A|A|B|B|B|B|B||||||||||I|||||A||A||A|30||||||||||||||||||||A|B|B|35|||||||A|A|||||||B|||||||||||B|||||||||||A|A|A|B|A||||A|B|A|||||||||B|Acho que é valorização do plano de carreira
2021|17|1702901|0|1|0|13DEC2021|B|33|C||C|A|B|||||||||||B|B|B|A|A|A|B|25|A|A|A|A|A|A|B||A|A|B|B|A|B|B||C|A|A|A|A|A|A|A|A|A|B||A|B||||F||||||A|A|A|A|A|A|A|1|A|A|A|A|B|A|B||A|A|B|A|B|B|A|A|A|A|A|A|A|B|4|B|A|A|A|B||A|A|B|C|D|E|||A||B|C||B||||||A|A|B|||E|F|G||||B|A|A|B|A||C||A|A|A||||E|||||B|.Não tems no momento
2021|17|1703008|0|1|0|22DEC2021|A|61|B|B|D|A|A|A||C|D|E||G|Secretário de Obras e Transportes|30|1|A|B|A|A|A|A|A|23|A|A|A|A|A|A|||A|A|A|A|A|B|B||A|A|A|B|A|A|A|A|A|A|B|||B|C||||||I|||A|A|A|A|A|A|A|1|B|A|A|A|B|A|A||B|B||||||||||A|A|B|3|B|A|A|A|A|A|A|A|B||||||B|||||||||||A||B|||E|F|G|H|||A|A|A|A|A||C||A|A|A||C|||||||B|
2021|17|1703057|0|1|0|01DEC2021|B|46|C|B|C|A|A|||||E||||14||B|B|A|A|A|A|A|14|A|A|A|A|A|A|B||A|A|B|A|B|B|B||B|A|A|A|A|A|A|A|A|A|A|Formação continuada da Educação Infantil, Formação de Biossegurança para todas as modalidades de Ensino- Educação Infantil, Ensino Fundamental I e II.||||D|||G||I|||A|A|A|A|A|A|A|1|A|A|A|A|A|A|A|A|A|A|B|B|A|A|A|A|A|A|A|A|A|A|2|A|A|A|A|A|A|A|A|B|C||E|||B|||||||||||A|A|B|C|D|E|F|G|H|||B|A|A|A|||C||A|A|A|B|C|D|E|||||B|Não há, sugestões pois o instrumento está condizente a realidade educacional.
2021|17|1703073|0|1|0|11NOV2021|B|46|C|B|C|A|A|A||C|D|E||||19|5|A|B|B|A|A|A|A|12|A|A|A|A|A|B|A|Secretaria de Meio Ambiente, Secretaria de Agricultura|A|A|B|A|B|B|B||C|B|A||A|A|A|A|A|B|B|||||D|E||G|||||A|A|A|A|A|A|A|2|B|A|A|A|B|A|A|A|B|B||||||||||A|B|B|1|B|A|A|A|A|A|A|A||C|||||B|||||||||||B|||||||||||B|A|A|B||B|||B|A|A|B|C||E|||||B|Tudo ótimo.
2021|17|1703107|0|1|0|08DEC2021|B|41|C|B|C|A|A|A||||E||||20||A|B|A|A|A|A|A|||||||||||||||||||||||||||||||||||||||||||||||A|0|A|A|A|A|A|A|B||B|B||||||||||A|A|B|0|A|A|A|A|A|A|A|A|B|C|||||A||B|||B||D|E|||A|A|B|||||||I||B|A|A|B|A||C||A|A|A|B|C||E|||||B|Gostaria que o INEP disponibilizasse um instrumento de Avaliação para os profissionais da Educação assim como existe para os alunos. Formações com a temática de formação anual..NÃO UTILIZAR A BARRA DE PROGRESSÃO..Quanto ao currículo da  Educação Infantil utilizamos o da Rede Estadual com algumas adequações a realidade local.
2021|17|1703206|0|1|0|21DEC2021|A|33|B|B|D|B|A|||||E||||1|1|A|B|A|A|A|A|A||A|A|A||A|B|||A||A|A|||||C|A|A|||A|A|||A|||A|B|||||G|||||B|A|A||A||A||A|A|A|A||A|B||B|B||||||||||A|A|B||A|A|A|A|A|A|A|A||C|||F||B|||||||||||A||B|C||E|F|G|H|||A|A|A|C|||||||||||||||||
2021|17|1703305|0|1|0|11NOV2021|B|48|C|B|D|A|A|A||C|D|||||25|5|A|A|A|A|A|A|B|9|A|A|A|B|A|A|||A|B|A|B|A|B|||C|A|A|A|A|A|||A|B||||B|C|||F||||||B|A|B|A|A|B|A|1|B|A|B|A|B|A|A|A|B|B||||||||||A|B|B||B|A|B|A|A||A|A||C|||||B|||||||||||B|||||||||||C|A|A|C|A|B|C||A|A|A|B|C|D|E|||||B|de acordo o instrumento esta bem elaborado
2021|17|1703602|0|1|0|09NOV2021|B|50|A|B|D|A|A|A|||D|E||||25|5|A|B|A|A|A|A|A|17|A|A|A|B|A|B|A|Secretaria de Meio Ambiente.|A|B|B|B|B|B|B||A|A|A|B|B|A|B|B|A|B|B|||B||D|||G|||||B|B|B|B|B|B|A|0|B|B|B|A|B|A|B||B|B||||||||||A|B|B|0|B|B|B|B|B||B||||||||B|||||||||||A|A||||||||||B|A|A|A|||C||A|A||B||D|E|||||B|Nada a Declarar.
2021|17|1703701|0|1|0|22DEC2021|A|46|B|B|C|A|B|||||||||||A|B|A|A|B|A|A|15|A|A|A|A|A|B|B||A|A|B|A|A|B|B||B|B|B|B|B|B|B|B|A|B|B|||B||D||||H||||A|A|A|A|A|B|A|0|A|A|A|A|B|A|B||B|B||||||||||A|B|B|5|B|A|A|A|A|A|A|A|B|C|||F||A|||C|||||E|||A|||||||||||B|A|A|A|A|B|C||A|A|A|B||||||||B|
2021|17|1703800|0|1|0|12NOV2021|B|59|C|B|D|A|A|A|B|C|D|||||30|1|A|B|B|A|A|A|B|14|B|A|A|A|A|A|B||A|B|B|B|B|B|B||C|A|A|B|A|A|A|B|A|A|A|Currículo, recuperação paralela, estudo remoto e uso das tecnologias na sala de aula.||B||D|||G|||||A|A|A|A|A|B|A|1|A|A|A|A|B|A|A|A|B|B||||||||||A|B|B|4|A|A|B|A|A||A|A||C||E|||A||B|||B||||||A||B|C|D||F|G|H|||B|A|A|A||B|||A|A|A||C|||||||B|O documento comtempla todas os quesitos essenciais a serem conhecidos e avaliados pela secretaria.
2021|17|1703826|0|1|0|18NOV2021|B|44|C|B|C|A|A|A||C|||F|||24|1|A|B|B|A|B|B|B|3|A|A|A|B|A|B|A|Secretaria do Meio Ambiente|A|B|B|B|B|B|B||C|A|A|A|A|A|A|B|A|A|B|||||D|E||G|||||B|B|B|B|B|B|A|1|A|A|B|A|B|A|A|A|B|B||||||||||A|B|B|1|A|A|B|A|B||A|A||C|||||B|||||||||||B|||||||||||C|A|A|A||B|C||A|A|A|B|C|||||||B|Sem sugestões.
2021|17|1703842|0|1|0|14OCT2021|B|37|A|B|C|A|A|A||C||||||15|1|A|B|A|A|A|A|A|17|B|A|A|A|A|A|||A|B|B|B|A|B|||B|||||||||||||||||||||||||||||A|20|A|A|A|A|B|A|B||B|A|B|B||||||||A|A|B|4|A|A|A|A|B||A|A|B||||||A||B|C||||D||||A|A|B|C|D|E|F|G|H|||C|A|A|A||B|C||A|A|A|B|C||E|||||B|
2021|17|1703867|0|1|0|09DEC2021|B|40|A|B|D|A|A|A||C|D|||G|Secretária Escolar, Orientadora Educacional.|15|1|B|B|A|A|A|A|A|136|A|A|A|B|A|A|A|Secretaria de Agricultura e Ruraltins|A|A|A|A|A|B|B||A|A|A|A|A|A|A|A|A|B|B|||B|C|D||||||||A|A|A|A|A|A|A|32|A|B|A|A|B|A|A|A|B|B||||||||||A|B|B|82|A|B|A|A|A|A|A|A|||D||||A||B|C||||D||||A|A|B|C|D|||||||A|A|A|A||B|C||A|A|A|B|C|D|E|||||B|O questionário apresenta perguntas claras e objetivas.
2021|17|1703883|0|1|0|09DEC2021|B|42|A|B|D|A|A|A||C||E||||20|3|A|B|B|A|A|A|B|9|A|A|A|B|A|B|B||A|B|B|B|B|B|B||C|B|A|B|A|A|B|B|A|B|B|||||D|||G||I|||B|B|B|B|B|B|A|1|B|A|B|A|B|A|A|A|B|B||||||||||A|B|B|2|B|A|B|A|A||B||||||||B|||||||||||B|||||||||||A|A|A|A|||C||A|A|A|B|C|||||||B|
2021|17|1703891|0|1|0|22DEC2021|B|39|C|B|D|A|B|||||||||||A|B|A|A|B|A|A|10|A|A|A|A|A|A|B||A|A|B|B|A|B|B||C|A|A|A|A|A|A|A|A|B|B|||||D|E|||||J|. Aquisição de equipamentos para alunos e professores e alunos(Computadores);.. Produção de material didático audiovisual e impresso para aulas remotas;.. Contratação de professores para e|A|A|A|A|A|B|A|1|A|A|A|A|B|A|A|A|B|B||||||||||A|A|A|3|A|A|A|A|A|A|A|A||C|D||||A|A|B|C|||C|||||A|A|B|C|D|E|F|G|H|||B|A|A|B|||C||A|A|A||C||E|||||B|Questionário bem completo
2021|17|1703909|0|1|0|10DEC2021|A|47|C|B|C|A|B|||||||||||A|A|A|A|A|A|A|8|A|A|A|A|A|A|A|Naturatins, Instituto||||||||||||||||||||||||||||||||||||||A|1|A|A|A|A|B|B|A|A|B|B||||||||||A|B|B|0|A|A|A|A|A||A|A||||E|||B|||||||||||A|||||||||||B|A|A||||||||||||||||||Educação Especial, Projetos de leitura, bonificação para professores de alfabetização e quintos anos.
2021|17|1704105|0|1|0|15OCT2021|B|43|C|B|C|A|A|A||C|D|||||22||A|B|B|A|B|A|A|10|A|A|A|A|A|A|B||A|A|B|B|B|B|B||C|A|A|B|A|A|B|B|B|B|B|||||D||F|G|||||A|A|B|B|B|B|A|0|A|A|B|B|B|A|B||B|B||||||||||A|B|B|0|B|A|B|B|B||B||||||||B|||||||||||B|||||||||||B|A|A|B|||C||A|A|A|B|C|D|E|||||B|Nada a acrescentar.
2021|17|1704600|0|1|0|10DEC2021|B|38|A|B|D|A|A|A|||D|||||10|2|A|B|B|A|A|A|B|106|A|A|A|B|A|B|B|||A|||||A|Experiência como professor|A|A|A|A|A|A|B|B|A|B|A|Planejamento curricular.||||D|||G||I|||A|A|B|A|A|B|A|19|A|B|B|A|B|A|A|A|A|A|B|B|A|A|B|B|B|B|A|A|B|B|87|A|B|B|A|B||A|A|B|||E|||B|||||||||||A|||||||||||B|A|A|B|A||||A|A|A|B|C|D||||||B|
2021|17|1705102|0|1|0|23DEC2021|B|49|C|B|D|A|A|A||C|D|||||20|5|A|B|A|A|A|A|A|10|A|A|A|A|A|A|A||A||||||||C|A||||A|||||||A|B||||F|||||||A|A||||A|25|A|A|B|B|B|A|A|A|B|B||||||||||A|B|B|42|A|A|B|B|A|A|A|A|||D||||B|||||||||||A|A|B|C||E|F|G|H|||B|B||B||B|C||A|A||||||||||A|Formação Continuada para os professores desde a Educação  infantil  até o Ensino fundamental. Plano de carreira para os servidores, melhorar a infraestrutura das escolas, aquisição de recursos tecnológicos,  acesso de internet para os docentes e discentes, aquisição de mobiliários e eletrodomésticos, aquisição de ônibus escolares.
